Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	Abundances (Scaled): F1: Sample	Abundances (Scaled): F2: Sample	Abundances (Scaled): F3: Sample	Abundances (Scaled): F4: Sample	Abundances (Scaled): F5: Sample	Abundances (Scaled): F6: Sample	Abundances (Scaled): F7: Sample	Abundances (Scaled): F8: Sample	Abundances (Scaled): F9: Sample	Abundances (Scaled): F10: Sample	Abundances (Scaled): F11: Sample	Abundances (Scaled): F12: Sample	Abundance: F1: Sample	Abundance: F2: Sample	Abundance: F3: Sample	Abundance: F4: Sample	Abundance: F5: Sample	Abundance: F6: Sample	Abundance: F7: Sample	Abundance: F8: Sample	Abundance: F9: Sample	Abundance: F10: Sample	Abundance: F11: Sample	Abundance: F12: Sample	Found in Sample: [S1] F1: Sample	Found in Sample: [S2] F2: Sample	Found in Sample: [S3] F3: Sample	Found in Sample: [S4] F4: Sample	Found in Sample: [S5] F5: Sample	Found in Sample: [S6] F6: Sample	Found in Sample: [S7] F7: Sample	Found in Sample: [S8] F8: Sample	Found in Sample: [S9] F9: Sample	Found in Sample: [S10] F10: Sample	Found in Sample: [S11] F11: Sample	Found in Sample: [S12] F12: Sample	# Protein Groups	Modifications
FALSE	High	Master Protein	Q14247	Src substrate cortactin OS=Homo sapiens OX=9606 GN=CTTN PE=1 SV=2	0	95.423	45	20	91	20	550	61.5	5.4	179.41	20	106.1	120.3	132.7	69.1	83.2	85.4	66.7	144.1	98.8	92.6	132.3	68.7	27645113.92	31327311.81	34553529.69	18010562.53	21663873.06	22234592.08	17371284.2	37536340.71	25725550.19	24125382.59	34459033.13	17899566.87	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P51991	Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2	0	95.016	42	14	118	13	378	39.6	9.01	302.02	14	101.1	137.6	121.3	161.9	173	108	53.7	60.1	59.1	74.7	96.3	53.2	39948408.55	54387182.47	47924258.44	63993916.13	68368613.13	42677594.13	21218617.83	23746784.72	23343878	29507544.75	38070219.31	21012051.13	High	High	High	High	High	High	High	High	High	High	High	High	1	Acetyl [N-Term]
FALSE	High	Master Protein	Q13247	Serine/arginine-rich splicing factor 6 OS=Homo sapiens OX=9606 GN=SRSF6 PE=1 SV=2	0	91.398	35	15	185	10	344	39.6	11.43	491.67	15	39.3	36.5	47.3	192.2	193.9	165	30.4	43.1	29.4	130.7	175.1	117.2	42666470.88	39558486.88	51303790	208398643.1	210288571.5	178966481.9	32956858.5	46689440.88	31861206.56	141700915.3	189931095.2	127108323.1	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9BUF5	Tubulin beta-6 chain OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1	0	90.855	31	13	183	4	446	49.8	4.88	402.61	13	118.1	121.9	103.1	64.8	138.7	40.3	55.2	115.7	37.7	147	127.8	129.7	11112131.13	11466642.44	9697851.875	6100820.5	13053001.88	3788585.875	5189756.875	10890093.38	3549237.063	13830970	12023460.5	12200248.38	High	Peak Found	Peak Found	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P02787	Serotransferrin OS=Homo sapiens OX=9606 GN=TF PE=1 SV=4	0	90.654	30	20	26	20	698	77	7.12	57.19	20	47.9	53.5	1003.2	2.6	2.3		23.2	36.9		26.6	2	1.9	2254106.813	2514168.063	47180280.75	120826.1172	107706.5625		1091913.281	1736999.75		1250636.688	91842.01563	89479.5	Peak Found	Peak Found	High	Peak Found	Peak Found	Not Found	Peak Found	Peak Found	Not Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q12905	Interleukin enhancer-binding factor 2 OS=Homo sapiens OX=9606 GN=ILF2 PE=1 SV=2	0	90.494	34	12	109	12	390	43	5.26	277.56	12	104.6	99	101.7	158.3	159.1	123.8	38.5	45.2	36.3	96.3	133.2	104	59044717.91	55880631.75	57393902.88	89336520.25	89792892.75	69842309.88	21700237.49	25493293	20460656.13	54331516.16	75184108.28	58689544.27	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q92945	Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=4	0	90.03	36	18	127	16	711	73.1	7.3	287.54	18	93.9	91.5	105	123.4	145.9	131.7	56.7	62.5	33.9	124.2	142.7	88.6	26690428.84	26028048.34	29855657.97	35083207.38	41473447.81	37443009.34	16132249.28	17784111.25	9629634.875	35307978.14	40586067.91	25184760.44	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P15880	40S ribosomal protein S2 OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=2	0	89.431	39	10	169	10	293	31.3	10.24	360.14	10	68.9	76.1	75.9	150	156.2	125.3	40.3	66.5	42.4	126.7	163.1	108.7	197282407.9	217886268.1	217215720.4	429302703.3	447077899.5	358634580.9	115279016.4	190240474.4	121258322.2	362613874.4	466743142.1	311111060.6	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P62888	60S ribosomal protein L30 OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=2	0	88.346	77	11	101	11	115	12.8	9.63	225.48	11	19.9	18.5	41.3	218.9	215.4	146.5	11.7	35.6	21.9	147.7	177.9	144.7	16633258.44	15444819.19	34478660.81	182836367.1	179912167.3	122387538.5	9790329.625	29755818.81	18313858.94	123429084.1	148625863.9	120895419.9	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P50914	60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4	0	87.826	38	11	138	11	215	23.4	10.93	318.66	11	20.2	27.9	37.7	209.7	219.4	153.1	17.1	35.8	19.3	141.5	185.6	132.8	39421710.73	54586309	73589675.19	409693221.8	428657270.7	299267003.8	33371162.28	69917924.42	37747432.66	276462645	362685543.2	259607118.6	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P08729	Keratin, type II cytoskeletal 7 OS=Homo sapiens OX=9606 GN=KRT7 PE=1 SV=5	0	87.8	42	19	126	13	469	51.4	5.48	250.11	19	217.6	108.6	78.3	171.6	114.5	74.2	20.3	147.4	53	40.7	138	35.8	31969610.94	15952181.5	11507057.69	25211390.5	16818846.06	10908936.97	2978513.438	21662660.81	7783282.125	5982508.719	20276715	5260603.484	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9NYL9	Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1	0	87.696	47	12	103	12	352	39.6	5.19	246.31	12	115.6	31.8	51.1	140.8	100.9	72.7	42.9	164.7	74	94.2	226.4	85	39125047.09	10758792.56	17276283.69	47622262.63	34127284.53	24596342.41	14502353.94	55739178	25039593	31864514.53	76589586	28773687.09	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q02413	Desmoglein-1 OS=Homo sapiens OX=9606 GN=DSG1 PE=1 SV=2	0	86.787	13	10	31	10	1049	113.7	5.03	81.16	10	52.1	397.3	92.2	67.9	118.4	57.5	87.5	73.1	78.6	70.8	41.2	63.4	9564720.75	72898398.69	16913637.38	12465769.81	21724408.75	10556053.75	16052927.5	13411813.13	14413291	12990108	7550656.625	11637073.63	Peak Found	High	High	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	1	
FALSE	High	Master Protein	P40429	60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2	0	86.022	47	17	211	17	203	23.6	10.93	473.37	17	23.7	29.5	40.5	163.9	181.9	170.5	20.9	41.2	23.3	154	206.2	144.4	49432682.31	61487266.75	84428415.13	341815171	379233532.3	355592559.1	43628512.19	85867371.9	48526508.63	320987881.1	429848216.9	301162202.2	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P41091	Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens OX=9606 GN=EIF2S3 PE=1 SV=3	0	85.582	38	12	70	12	472	51.1	8.4	155.6	12	16	17.2	22.1	236.2	263.9	145.5	17.7	20.5	16.5	148.4	167.7	128.3	6575592.5	7044018	9056691	96880291.75	108204661.3	59648644.13	7244818.313	8401572	6777219.5	60872579.19	68787466.5	52599734.06	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	High	Peak Found	High	High	High	1	
FALSE	High	Master Protein	Q8WWI1	LIM domain only protein 7 OS=Homo sapiens OX=9606 GN=LMO7 PE=1 SV=3	0	85.491	12	12	78	12	1683	192.6	8.09	232.01	12	61.3	20.4	35.6	58.1	57.4	39.9	18.6	213	119.5	75.9	190.5	309.9	8515673.063	2835551	4943753.313	8071192.875	7973964.75	5545020.625	2590020.813	29608800.06	16615975.88	10557543.47	26476696.06	43081117.63	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9Y446	Plakophilin-3 OS=Homo sapiens OX=9606 GN=PKP3 PE=1 SV=1	0	85.125	28	17	105	17	797	87	9.32	251.55	17	83.1	113.5	155.9	83.5	132.1	95.6	91	97.5	77.6	85.3	113.7	71.3	47918752.5	65433116.56	89905814.63	48137908.94	76199304.63	55130744.56	52506962.81	56233392.38	44764368.16	49178279.47	65548103.5	41097663.25	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q3MHD2	Protein LSM12 OS=Homo sapiens OX=9606 GN=LSM12 PE=1 SV=2	0	84.981	56	11	155	11	195	21.7	7.74	430.74	11	90.4	119.6	131	91.1	122.7	114.8	72.8	102.8	72.3	98.3	110.8	73.4	155913974.4	206276019.5	225984805.5	157140089.9	211716058	197961640.1	125604872.4	177376153.7	124681667.9	169487201.4	191167683	126668073.8	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O15014	Zinc finger protein 609 OS=Homo sapiens OX=9606 GN=ZNF609 PE=1 SV=2	0	84.776	18	17	83	17	1411	151.1	8.03	190.26	17	45.9	68.7	75.2	103.6	179.4	130	79	64.3	37.2	141.8	152.6	122.4	7792404.688	11669075.59	12771139.38	17580882.5	30459470.31	22066941.19	13417452.81	10909082.94	6313786.219	24067982.52	25902575.31	20772444.69	High	High	High	High	High	High	Peak Found	High	Peak Found	High	High	High	1	
FALSE	High	Master Protein	Q8N684	Cleavage and polyadenylation specificity factor subunit 7 OS=Homo sapiens OX=9606 GN=CPSF7 PE=1 SV=1	0	84.644	35	13	160	13	471	52	8	375.97	13	82.8	69.7	111.3	110.3	126.4	106.2	73.7	86.7	67.4	119	146.1	100.2	50818829.69	42798676.94	68312983.5	67708040.38	77564394.19	65192900.63	45237801.84	53194873.5	41382135.81	73046035.75	89637451.63	61455761.13	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O60841	Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4	0	84.307	16	14	47	14	1220	138.7	5.49	137.4	14	20.1	14.2	26.2	232.9	200.9	141.9	0.5	12.5	18.6	115.5	225.4	191.2	2792268	1972630.375	3639572.125	32326255.94	27888577.63	19697599.06	71750.85938	1730985.945	2587808.156	16028327.63	31290406.06	26536550.94	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	High	Peak Found	High	High	High	1	
FALSE	High	Master Protein	Q13151	Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens OX=9606 GN=HNRNPA0 PE=1 SV=1	0	83.57	49	11	116	10	305	30.8	9.29	273.92	11	107	119.8	111.2	182.2	162.1	90.6	45	77.3	54	83.3	105.4	62.1	36312201.88	40658961	37758291.38	61864404.75	55052789.5	30770640.38	15282092.88	26253211.75	18327642.25	28284144.63	35771543.5	21092354.5	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P30050	60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1	0	83.508	69	10	144	10	165	17.8	9.42	413.08	10	32.7	31.1	48.1	166.7	188	132.8	20.1	49.2	29.3	131.4	215.6	154.9	93017583.13	88414482.75	136731546	473817526.3	534526352.8	377651200.6	57189225.31	139957946	83185563.38	373653475.2	612899275.6	440320236.2	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P05141	ADP/ATP translocase 2 OS=Homo sapiens OX=9606 GN=SLC25A5 PE=1 SV=7	0	83.182	39	16	138	5	298	32.8	9.69	295.38	16	77.4	98.9	104.5	95.2	105.9	105.6	64	127	75	128.2	121.3	97.1	24230724.88	30979414.75	32737989	29817552.25	33158518	33086118.63	20050809.88	39765164.75	23478414	40148447.38	38001851.63	30398063	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P62269	40S ribosomal protein S18 OS=Homo sapiens OX=9606 GN=RPS18 PE=1 SV=3	0	82.451	59	17	171	17	152	17.7	10.99	382.18	17	55.4	71.3	75.9	163.2	169.9	133.3	29.5	57.7	35.4	131.3	167.4	109.7	75499705.75	97137732.06	103531937.4	222513737.8	231562858.6	181749434.1	40179743.75	78720304.06	48272654.69	179052638.6	228208931.8	149559233.1	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9P258	Protein RCC2 OS=Homo sapiens OX=9606 GN=RCC2 PE=1 SV=2	0	82.346	37	14	77	14	522	56	8.78	180.06	14	61.4	70.2	93.3	164	210.8	152.9	29.3	63.1	27.3	101.2	130.9	95.6	14824258.75	16938861.31	22522074.13	39587559.31	50896163.16	36919508.88	7082300.625	15233658	6589663.406	24435409.19	31592260.63	23082112	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q96I25	Splicing factor 45 OS=Homo sapiens OX=9606 GN=RBM17 PE=1 SV=1	0	81.928	39	17	76	17	401	44.9	5.97	131.83	17	97.3	114.6	129.4	116.2	89.1	101.7	84.9	139.8	88.7	77.4	98.5	62.6	37378190.63	44051142.56	49734067.06	44645938.63	34225620.13	39072971.09	32616743.25	53736291.25	34088593.28	29729962.44	37844436.13	24059710.41	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P20839	Inosine-5'-monophosphate dehydrogenase 1 OS=Homo sapiens OX=9606 GN=IMPDH1 PE=1 SV=2	0	79.972	29	10	46	8	514	55.4	6.9	126.69	10	129.9	73.6	129.7	134.8	132.7	58.3	102.2	94.6	61.1	100.1	102	81.1	157559491	89237062.56	157281392	163434931.5	160908537.5	70742550.94	123930696.4	114693983.9	74084574.63	121378475.4	123709107.5	98305076.13	High	High	High	High	High	Peak Found	Peak Found	High	Peak Found	High	High	High	1	
FALSE	High	Master Protein	Q9Y6M1	Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=2	0	79.771	34	16	110	15	599	66.1	8.46	238.1	16	81.6	76.8	103.2	156.5	130.5	115.7	77.8	67.4	45.6	115	136.1	93.7	18889914.69	17786936.63	23888796.56	36220834.63	30196146.88	26777172.69	18017356.34	15601516.69	10556870.19	26617594.59	31509933.63	21680161.88	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	B5ME19	Eukaryotic translation initiation factor 3 subunit C-like protein OS=Homo sapiens OX=9606 GN=EIF3CL PE=1 SV=1	0	79.694	21	19	84	19	914	105.4	5.64	155.87	19	87.2	63.7	63	200	197.3	136.4	16.7	36	17.8	109.9	151.5	120.4	13897894.75	10153284.86	10040629.56	31880012.53	31453546.5	21737065.5	2667515.438	5739064.781	2842440.875	17510813.56	24144865.38	19190188.56	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O95793	Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=2	0	79.171	36	17	68	15	577	63.1	9.44	136.56	17	29.8	32.3	51.3	54.8	91	61.1	23.3	394.8	22.2	119	191.2	129.3	8691381	9432937.625	14965304.69	15985031.63	26553601.38	17834822.81	6792407.063	115212811.6	6478812.625	34730724.38	55806473	37730816.5	Peak Found	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O14646	Chromodomain-helicase-DNA-binding protein 1 OS=Homo sapiens OX=9606 GN=CHD1 PE=1 SV=2	0	78.817	11	13	75	11	1710	196.6	7.14	147.3	13	86.4	82.6	70.7	141.6	166.8	105.9	55.1	94.1	43.7	105.3	148.8	99	8753433.688	8369228.75	7161532	14351891.25	16902451.88	10731757.56	5587213	9535537.375	4424689.375	10669822.69	15075342.94	10027668.91	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P58107	Epiplakin OS=Homo sapiens OX=9606 GN=EPPK1 PE=1 SV=3	0	78.776	19	16	56	8	5088	555.3	5.62	109.83	16	160.6	46.9	113.1	165.1	59.6	65.4	126.3	191.8	92.7	91.1	51.6	35.8	5181108.063	1512390.875	3647575.5	5325792.25	1922704.813	2110681.063	4073226.875	6187909.188	2989158.563	2938926.5	1663904.375	1154698	High	High	Peak Found	High	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	High	1	
FALSE	High	Master Protein	P38919	Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4	0	78.481	32	13	118	11	411	46.8	6.73	257.38	13	102.1	134	158.1	165.7	139.2	152.7	55.1	62.3	47.7	66.1	71.5	45.6	30032348	39416697.5	46533222.5	48753677.81	40960210	44917809.63	16207526.06	18318370.44	14046338.31	19455474	21037243.5	13420826.19	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9UBP9	PTB domain-containing engulfment adapter protein 1 OS=Homo sapiens OX=9606 GN=GULP1 PE=1 SV=1	0	78.389	43	16	89	16	304	34.5	7.9	156.42	16	35.6	36.2	39.5	153.6	166.9	138	30.7	33.2	27.7	152	230.3	156.4	12251981.75	12459365.13	13580468.5	52860513.69	57416612.19	47465088.41	10555565.84	11411985.36	9531236.375	52302557.44	79219449.63	53810131.25	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	High	High	High	1	
FALSE	High	Master Protein	P07355	Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2	0	77.88	49	14	80	14	339	38.6	7.75	192.71	14	90.9	86.3	48.8	124	159.2	97.6	70.7	114.9	65.4	94.8	146.5	100.8	27375173.89	25986222.28	14707487.14	37323176.55	47929773.59	29391018.13	21296167	34602173.88	19677818.5	28551639.5	44106207.16	30342787.54	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O00165	HCLS1-associated protein X-1 OS=Homo sapiens OX=9606 GN=HAX1 PE=1 SV=2	0	77.447	48	12	61	12	279	31.6	4.92	161.48	12	5.5	4.3	2.6	217.2	155.5	116.6	2	5	3.8	287.7	251.9	147.9	2020312.703	1578117.25	935078.25	79371989.97	56809972.63	42588102.34	733446.25	1831962.25	1381947.234	105124319.1	92049455.25	54053563.53	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	High	High	High	1	
FALSE	High	Master Protein	P46779	60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3	0	76.825	48	14	131	14	137	15.7	12.02	284.05	14	17.4	29.7	45.6	173.9	208	156.6	13.9	28.2	20.5	141	223.3	141.9	26287004.55	44774310.88	68664157.44	262111447.1	313531926.9	236013468.8	20946142.16	42507141.31	30917104.31	212524673.9	336519550.5	213861958.1	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q92804	TATA-binding protein-associated factor 2N OS=Homo sapiens OX=9606 GN=TAF15 PE=1 SV=1	0	76.73	25	9	100	7	592	61.8	8.02	223.63	9	117.3	138.7	132.6	81	71.2	78.9	86.3	147.8	79.3	106.8	96.5	63.4	21528615.25	25459162.31	24336020.75	14856871.63	13062907.5	14479023.5	15841513.13	27129183.63	14560123.84	19600366.03	17708710.63	11635963.75	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P61254	60S ribosomal protein L26 OS=Homo sapiens OX=9606 GN=RPL26 PE=1 SV=1	0	76.686	55	13	168	4	145	17.2	10.55	345.82	13	18.6	25.2	41.9	175.6	222.5	127.6	18.7	34	20.1	149	248.4	118.5	9575009.875	12980323.44	21598041.44	90525742.75	114681540.5	65757630.5	9635662.375	17525544.94	10376692.03	76807984.38	128035750	61107458.13	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P55795	Heterogeneous nuclear ribonucleoprotein H2 OS=Homo sapiens OX=9606 GN=HNRNPH2 PE=1 SV=1	0	76.613	32	11	181	5	449	49.2	6.3	473.29	11	88.3	149.9	137.1	168.5	171.2	101.7	40.3	109.5	48	59.5	80	45.9	5981364.25	10152272.31	9281126.5	11409599	11590442.38	6888601.375	2725287.563	7413925.25	3250524.688	4030120.875	5419045	3104544.813	High	High	High	High	High	High	High	High	High	High	High	High	1	Acetyl [N-Term]
FALSE	High	Master Protein	Q02543	60S ribosomal protein L18a OS=Homo sapiens OX=9606 GN=RPL18A PE=1 SV=2	0	76.467	64	15	156	15	176	20.7	10.71	315.86	15	19.2	31.2	42.5	219.2	220.9	191.7	21.2	39.3	20	147.2	149.8	97.8	26976069.22	43859226.72	59767399.44	307916754.3	310360130.1	269280107.9	29839586.95	55263965.82	28104757.41	206759250.9	210541414.5	137354864.5	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q13242	Serine/arginine-rich splicing factor 9 OS=Homo sapiens OX=9606 GN=SRSF9 PE=1 SV=1	0	76.096	64	16	95	15	221	25.5	8.65	195	16	53.2	63.8	53.4	221.5	229.8	132.9	25.8	43	29.7	98.2	151.5	97.3	22806138.06	27387277.16	22932542.56	95029364.94	98597216.25	57022028.75	11064143.44	18433709.38	12751419.34	42127296.31	64981070.06	41725734.44	High	High	High	High	High	High	High	High	Peak Found	High	High	High	1	
FALSE	High	Master Protein	P84103	Serine/arginine-rich splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1	0	75.788	49	11	158	10	164	19.3	11.65	375.43	11	70.6	83.2	90.1	187.6	188.9	145.4	26.2	62.4	38.7	101.3	118.3	87.2	131589673.8	155026092.8	167982307.5	349776424.8	352177933.8	270987759.1	48854057.25	116318559.3	72130794.25	188847155.7	220513495.8	162625466.9	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P05198	Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens OX=9606 GN=EIF2S1 PE=1 SV=3	0	75.47	52	17	62	17	315	36.1	5.08	137.39	17	23.5	38.3	39.2	154.2	227.2	128.1	12.3	51.5	7.4	150.1	248.4	119.7	6538282.313	10650272.31	10924658.88	42935080.5	63267110.81	35665995.16	3431636.313	14336102.56	2061458.688	41794982.84	69156964.77	33328550.58	Peak Found	Peak Found	High	High	High	High	Peak Found	Peak Found	High	High	High	High	1	
FALSE	High	Master Protein	O95782	AP-2 complex subunit alpha-1 OS=Homo sapiens OX=9606 GN=AP2A1 PE=1 SV=3	0	75.36	23	20	74	16	977	107.5	7.03	122.07	20	100.5	87.1	108.8	122.7	116.8	90.7	64	95	78.3	113.2	128.9	94	52085591.81	45144859.13	56398084.13	63584155.88	60511961.13	47012791.69	33188253.25	49221978.5	40559844.63	58682433.44	66788686.13	48701622.41	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	High	High	High	1	
FALSE	High	Master Protein	P05386	60S acidic ribosomal protein P1 OS=Homo sapiens OX=9606 GN=RPLP1 PE=1 SV=1	0	75.287	71	4	32	3	114	11.5	4.32	147.32	4	21.5	21.8	49.2	203.4	246.1	175.8	16.9	61.9	20	140.3	122	121	6093417.758	6177399.125	13956157.5	57688241.63	69797174.25	49859463.25	4796709	17555428	5670813	39770572.38	34607711.5	34302774.56	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9UKV8	Protein argonaute-2 OS=Homo sapiens OX=9606 GN=AGO2 PE=1 SV=3	0	74.556	29	18	84	11	859	97.1	9.19	197.83	18	112.1	60.8	79.8	201.9	249.3	141.1	57.5	78	32.2	43.3	77.3	66.7	12654648.88	6867334.875	9006888	22803041	28160144.19	15935092.38	6489624.875	8805312	3639421.625	4890271.375	8734609	7536402.688	High	Peak Found	High	High	High	High	High	Peak Found	High	High	High	High	1	Acetyl [N-Term]
FALSE	High	Master Protein	Q9H0H5	Rac GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RACGAP1 PE=1 SV=1	0	74.319	30	15	49	15	632	71	8.88	112.35	15	19.6	14.9	22.4	45.6	56.8	34.3	30.7	46.6	19.4	238.4	404.7	266.6	4674421.063	3542631.25	5346784.5	10883794.5	13540438.06	8188887.813	7314092.938	11109347.75	4616663.625	56845636.19	96517930.75	63581488.5	Peak Found	Peak Found	Peak Found	High	High	High	High	High	High	High	High	High	1	Acetyl [N-Term]
FALSE	High	Master Protein	Q14103	Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1	0	73.408	31	11	94	9	355	38.4	7.81	192.46	11	119.2	126.1	170.4	110.8	165.2	89	48.5	97.1	36.6	87.8	95.9	53.4	15896622.88	16823175.19	22735694.69	14782033.94	22036157.44	11875888.13	6466652.141	12957748.66	4884150.844	11717231.31	12795634.06	7118397.25	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9NUL3	Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens OX=9606 GN=STAU2 PE=1 SV=2	0	73.364	36	16	81	14	570	62.6	9.61	154.05	16	81.5	151	99.6	194.7	127	99.5	51.6	38.3	14.7	105.8	163.1	73.3	16241148.47	30111108.81	19862532.06	38817254.5	25320710	19836863.38	10283524.28	7637076.438	2925064.75	21088176.38	32510267.38	14610055	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P46781	40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=3	0	73.155	58	18	131	18	194	22.6	10.65	258.36	18	42.5	55.6	64.4	197.5	194.4	147.4	27.1	46.5	27.9	149.6	158.8	88.3	114183235.7	149502856.9	173005483.3	530701587.5	522248986.5	395991693.1	72875362.69	125000246.6	74834552.19	401901164.3	426652574.9	237336362.8	High	High	High	High	High	High	High	High	High	High	High	High	1	
