Accession	GeneName	Description	PG.Qvalue	S0.1	S0.2	S0.3	S3.1	S3.2	S3.3	S6.1	S6.2	S6.3	S9.1	S9.2	S9.3	S12.1	S12.2	S12.3	S24.1	S24.2	S24.3
O60669	SLC16A7	Monocarboxylate transporter 2	2.40E-35	1053826.75	866159.75	1217756.875	1138277.375	1062198	1011846.375	1485423.125	1128038.375	966508.8125	1591711.875	964585.75	993266.9375	1261150.5	1006365.625	1061369.875	866870.25	690227.5625	815871.0625
O60671	RAD1	Cell cycle checkpoint protein RAD1	5.84E-34	3384237.5	5014628.5	5072344.5	4108871.75	4520120.5	4219612.5	4890932.5	4557301.5	2524249.5	3345891	3759222	4638280.5	4064640	4899868.5	4122649.5	4092178.75	3742326	3920352.5
O60674	JAK2	Tyrosine-protein kinase JAK2	2.95E-18	603111.625	NaN	NaN	561170.25	NaN	86409.05469	383635.0313	101263.0938	NaN	258457.7031	251599	336742	196229.4375	143832.1563	567468.625	213621.0313	223947.1406	127719.6797
O60675	MAFK	Transcription factor MafK	2.30E-31	1140226.25	1161051.875	1214704.25	1170029.5	1235652.25	1219208.75	1054165.25	1240949.5	843371.1875	1304226.5	990680.5625	992551.8125	1101338.625	1184821	782041.75	808663.6875	874670.25	632077.5625
O60678	PRMT3	Protein arginine N-methyltransferase 3	3.02E-41	5409761.5	5647194	5810245	5118590	5929153	5001991.5	5551474.5	5407056.5	5874916.5	4931241.5	5282996	5468372	5453115	5828549	5198219	4697155	4596000.5	5375673.5
O60683	PEX10	Peroxisome biogenesis factor 10	2.26E-20	988115.4375	814782	1149533.875	955453.625	806299.9375	717316.5625	563316.5625	1828836.5	1384415.5	797749.375	134419.0156	587808.6875	651733	682502.125	494283.75	721692.75	664452.625	643163.5625
O60684	KPNA6	Importin subunit alpha-7	6.79E-38	5633143.5	5825507.5	7186037	6426928.5	5844411	5257974.5	6373787	6764091.5	7056767	6631671	6388309	7094358.5	6865221.5	8084348.5	6547272	7237063	6281677	6833752
O60701	UGDH	UDP-glucose 6-dehydrogenase	1.90E-45	35954352	32786690	35724780	36672344	32992340	32703102	33389414	33369286	33821344	33809312	35284676	34151928	33461526	34490048	33714388	33459992	33221778	33442644
O60704	TPST2	Protein-tyrosine sulfotransferase 2	3.53E-38	481158.4063	191076.4219	401387.2813	128018.5391	228871.75	389289.5625	390619.4063	419637.7188	484704.9063	509761.1563	302752.8125	402356.0938	461398.4375	406856.0625	216369.8594	372801.0313	447116.4688	NaN
O60706	ABCC9	ATP-binding cassette sub-family C member 9	0.000696475	NaN	2639227.5	3030279.5	NaN	2695539	NaN	369864.9688	2465381	NaN	1129275.5	374013.5	1819689.625	4435294	334965.625	1286649.375	555792.25	1665730.125	NaN
O60716	CTNND1	Catenin delta-1	6.85E-49	15483783	14892800	15662959	15958041	15658021	15582623	16234172	14946928	15061765	15493652	15287970	15559929	16464730	16420930	15156441	16972862	17205150	16550536
O60725	ICMT	Protein-S-isoprenylcysteine O-methyltransferase	1.99E-20	621203.3125	575549.5625	2108871.75	2181253.75	878902.0625	1681856.25	1270076.625	1194558.5	2021020.5	581625.5625	818374.125	1236674.375	865092.6875	1584153.625	1821918.25	1218744	635025	970940.25
O60739	EIF1B	Eukaryotic translation initiation factor 1b	2.12E-33	2088888.125	965192.375	1626879.125	1694824.75	1442990.25	1775820.625	1423779.875	1816134.625	1609452.875	1153739	2559431.5	1574185.75	1369376	1145908.125	1555830.125	1373697.375	2152418.75	1280436.75
O60749	SNX2	Sorting nexin-2	1.22E-40	7873763.5	7992669	10962287	8622128	9505396	8110664	9559599	9944653	9431058	8233171.5	8727035	8907826	8478894	7844105	9328946	8226963	8751743	8113315.5
O60762	DPM1	Dolichol-phosphate mannosyltransferase subunit 1	1.35E-38	3625270.25	3527413.5	2740056.75	3297371.25	3349370.75	2868888	3318391.25	3371079.75	3623110	4029126.25	2646605	3668276.75	3739961.75	3710433.75	3419080.25	3680799.25	3138105.5	4400056.5
O60763	USO1	General vesicular transport factor p115	3.48E-58	8938568	9317746	8911836	9260573	9333038	8516644	8451608	9021066	9427327	8453635	9185254	8837379	9340333	10669029	9026910	10574032	9961146	9631807
O60765	ZNF354A	Zinc finger protein 354A	1.51E-17	72213.67969	58352.61719	145460.3125	59311.30469	76385.67969	57249.55078	77050.26563	72077.40625	56777.05859	24645.5	NaN	NaN	65186.44141	NaN	69935.89063	19369.78711	23135.56641	NaN
O60779	SLC19A2	Thiamine transporter 1	0.000190586	NaN	NaN	NaN	NaN	235525.8594	1026526.25	NaN	NaN	NaN	NaN	NaN	1244202.125	NaN	NaN	856395.875	NaN	NaN	NaN
O60783	MRPS14	28S ribosomal protein S14, mitochondrial	8.27E-36	2604893	2937874.5	4603727.5	3449953.25	2894053.5	3708122.5	4256475.5	2530464.5	4037125.25	3787866.5	3545361.25	3755704.5	3288778.5	3016639.25	2681048.5	4056149.25	3097716.25	3152915.75
O60784	TOM1	Target of Myb1 membrane trafficking protein	1.18E-40	2519290	2557333.75	3285957.25	2995942.75	3022511.25	2913890.25	2941847.75	2720892	2846136.25	3144843.75	3039265.5	2783425.5	3200339	2689141.75	3093960.75	2890756.75	3467972.5	2495263.25
O60825	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2	1.77E-36	7661050.5	7143454	5750818.5	7621034.5	7367134	7206119	6788392	7136734.5	6521207	6924730	6795241	8084631.5	7117589.5	6606561.5	6783053.5	6808855	6478538	7447461.5
O60826	CCDC22	Coiled-coil domain-containing protein 22	5.76E-40	4386277	4301601	4523546	4517229	4490003	4913623.5	4929271.5	4753210	5015375.5	4378814.5	4558335.5	4421790	4236118	4407934	3956003	4638771	4627886.5	4295753
O60828	PQBP1	Polyglutamine-binding protein 1	2.59E-36	9459020	7911275	10908881	8698180	9123614	10304734	9983158	9404225	10380886	8996279	10725633	8965092	8499908	8948813	9475650	8713211	8930915	8508259
O60830	TIMM17B	Mitochondrial import inner membrane translocase subunit Tim17-B	6.06E-26	3395952.25	2342503	3286190	3128153.75	1049343.25	1251005.375	2031351.125	3566915.25	498052.4375	4139439	1542602.625	1043296.375	2176514.75	610457.875	2243276.25	1371514.375	1469789.625	1186781.5
O60831	PRAF2	PRA1 family protein 2	7.83E-24	2516951.25	1519790.75	1278610.375	1548042.75	2218255.5	3179152.25	3641821.75	3153119.75	2631309.25	3376089	2003124.75	2435645.75	2740332.75	2272140	1975912.625	2584067.5	2567946.75	2649320.75
O60832	DKC1	H/ACA ribonucleoprotein complex subunit DKC1	6.45E-43	8065584	8929494	7332048	8333579.5	8292870.5	7358457.5	8713765	8584270	8781221	8685935	7731168.5	7852544	9134933	9545909	8896679	7627851.5	7304447.5	8590701
O60841	EIF5B	Eukaryotic translation initiation factor 5B	7.19E-47	13147508	13778073	12249524	12234790	12182880	12470636	12012388	12311523	12706396	12056738	11081175	12645039	11788506	13063695	12209596	11925867	11688876	12982397
O60858	TRIM13	E3 ubiquitin-protein ligase TRIM13	7.25E-11	42845.33594	105862.4063	41548.48438	NaN	74264.0625	45122.87109	85621.47656	NaN	57009.77734	42308.5625	71011.95313	29646.94531	16312.73047	61288.71094	16807.44922	18687.71875	32908.53125	17524.66211
O60869	EDF1	Endothelial differentiation-related factor 1	2.28E-36	29311310	26853774	25238502	26583550	27429996	27826182	25085482	26403446	25557854	26427600	27130262	25966084	25965224	24525606	25063182	22766502	25616148	22909618
O60870	KIN	DNA/RNA-binding protein KIN17	6.74E-52	4141792.5	3534482	4547675.5	4776035.5	3880483.25	3748843.5	5122403.5	3984669	5211516	4250120.5	3611216.5	3716587.75	3673827.75	4983623.5	3980444.5	4248101.5	4540707.5	3807257.25
O60879	DIAPH2	Protein diaphanous homolog 2	6.72E-31	1152459.375	1048134.063	1255124.125	1406372.625	1073456	1186432	663817.5	1000236.5	1306511.5	909017.5625	613418.625	801052.875	1429608.875	962386.1875	1039125.813	888468.375	701789.1875	1810767.625
O60884	DNAJA2	DnaJ homolog subfamily A member 2	5.73E-42	55137496	57739868	56181480	48053068	55709812	54783044	49777424	49843680	48993876	45496940	51032352	53315444	44663060	57340756	49243172	46363392	47871988	58651688
O60885	BRD4	Bromodomain-containing protein 4	4.13E-36	7559627.5	7450294.5	8181679	7526430	7237337	7635950.5	7721651.5	7359664	7352996	8117459.5	7780898	7389940.5	7683415	7480085.5	7357975.5	7956654	7947448	7749838.5
O60888	CUTA	Protein CutA	1.08E-38	14215046	15834120	12987354	13640674	13668861	13945950	13645511	12691343	12116838	13169718	12497603	13462837	13015083	12182130	13427826	13494197	13311570	11257248
O60890	OPHN1	Oligophrenin-1	1.56E-28	855944.875	NaN	243986.1875	396823.375	NaN	280078.75	63287.47266	431275.0313	432167.9375	406859.7813	473187.5938	215946.875	597895.3125	236195.6875	289984.625	260115	259200.7031	262177.5313
O60906	SMPD2	Sphingomyelin phosphodiesterase 2	1.90E-10	3209854	4899635.5	NaN	NaN	3513341.25	NaN	2299752.5	3252652	3107932.75	3383983.25	3398853.75	3490474.75	2647213.5	3806367.25	2446245.5	2324990.25	3576657	3342896.25
O60907	TBL1X	F-box-like/WD repeat-containing protein TBL1X	2.98E-49	6474546	8186820	7511814.5	6635720.5	8031515	7105574	8749940	7834827.5	7129011	6941787	6307095.5	7158350.5	6603921	7503208	5355988	8063228.5	6344245.5	6072402
O60909	B4GALT2	Beta-1,4-galactosyltransferase 2	1.13E-39	5248970	4574628.5	15850423	5980359.5	7136591	6429935	23415630	10764168	9542092	5896710	6106863.5	5509517.5	6478114.5	3285886.25	8663735	6227006.5	4290185.5	3565887
O60921	HUS1	Checkpoint protein HUS1	6.77E-36	522299.875	436191.125	637699.75	632234.875	588659.3125	574089.3125	679903.6875	622428.9375	767804.4375	846596.625	567889.875	630252.6875	583838.1875	367702.8125	642807.3125	566727.4375	847852.5	474052.9688
O60925	PFDN1	Prefoldin subunit 1	7.81E-31	44838972	42955284	50964948	36714444	45328896	43182196	45465032	45976296	40700216	45702480	44136936	41591768	42647024	38791116	42965412	44329524	45372536	38271972
O60927	PPP1R11	E3 ubiquitin-protein ligase PPP1R11	3.20E-38	2955196	2544760.75	2820692	2231264.25	2417300.5	2612688.75	2393854.5	2502698.75	2406834	2449764.5	2698289.5	2391817.5	2683945.75	2506120	2415995	2466771	2659739.75	2579032.5
O60930	RNASEH1	Ribonuclease H1	3.79E-41	3764834.5	3925860.25	3179108.5	3909525.25	2651827.75	3140364	2537610.25	3026839.75	3761577.25	2811368.75	2920517	2557016.25	3113475.25	2330784.75	2845115.75	3136479	2790579	2006325.5
O60934	NBN	Nibrin	3.76E-40	3721175	3830316	3692211	3701836	3854502.75	3310553.5	3682562.25	4023677	3755614	3749611.5	3468175	3626579.75	3781966.25	3606218.25	3260950	3618970	3435531	3624181.5
O60936	NOL3	Nucleolar protein 3	1.63E-25	3279695.5	2676787.25	2564066.75	2683446.5	2003310.625	2412749.5	2087156.625	2180579	2987567.75	2381192	2455629	2766198.25	2435308.75	2607440	2667673	2624571.75	2452380.25	2639756
O60942	RNGTT	mRNA-capping enzyme	3.97E-33	2713590	2532747.75	3226297	3110715.75	2867032.5	2967084.25	3252768.75	2860021.5	3209972.25	2312714	2377848.5	2850099.25	2683732.25	3063911.75	2137247.25	2558504.25	2646485	1793461.125
O75027	ABCB7	Iron-sulfur clusters transporter ABCB7, mitochondrial	1.46E-46	2899761.25	2733308.75	2794459.25	3153976	2692522.25	2814225	2983412.25	2435775.5	3604137.75	2778489.5	3191201	2817110.5	2704118.25	3525274	2903107.75	3105922	3034145	2916679
O75030	MITF	Microphthalmia-associated transcription factor	4.01E-45	5835648	4693089	6607649.5	5128611	4961531	5351579	5356015	5398585	6083225	5474795	4610038	5775550.5	5253518.5	3586087.25	4085466.75	5019930.5	4738739.5	4663693.5
O75037	KIF21B	Kinesin-like protein KIF21B	5.44E-05	483149.5	383825.4063	587222.5	617214.125	397108.9063	392160.0313	285785.1875	476633.75	362063.8438	521118.25	431199.4375	370993.4063	468504.125	413720.875	387969.8125	255044.2813	334262.1875	417051.3125
O75044	SRGAP2	SLIT-ROBO Rho GTPase-activating protein 2	8.95E-54	2715506.25	2993764.25	3112795.25	2675469.5	2808632.25	2472986	3223154.5	3171353.25	3429788	3196801.5	2686478.75	2921176	2664136.25	2676667.25	2824207	2794266	2549887	2847409.5
O75051	PLXNA2	Plexin-A2	4.11E-18	1149342	756234.5	977688.75	802893.1875	883690.5	588847.9375	1410497.5	1188593.625	1111089.75	680357.9375	1092763.125	954156.875	830218.5	587554.9375	647630.625	857937.875	692978.3125	740112.0625
O75052	NOS1AP	Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein	4.68E-24	NaN	NaN	265668.4375	222331	280521.6563	NaN	NaN	NaN	97409.32031	NaN	NaN	NaN	280050	NaN	107570.8281	NaN	462145.5625	893844.5625
O75054	IGSF3	Immunoglobulin superfamily member 3	1.86E-44	9245220	9765488	9251006	9269862	9206685	8741368	10342437	9516947	10680117	9961913	8742722	10643634	9096667	11723046	8968097	9849602	9135097	10761599
O75061	DNAJC6	Putative tyrosine-protein phosphatase auxilin	4.68E-24	1989358.5	1109477	634826.125	557023	603956.9375	376442.6563	789599.5625	2440984.5	1207139.375	412992.875	13286.375	769638.1875	288187.875	664768.375	673210.625	682442	678254.4375	382552.5938
O75063	FAM20B	Glycosaminoglycan xylosylkinase	2.46E-45	2278175.25	2275816	1531870	1677677.625	1692401.875	1803415.125	2320626.25	1454491.875	1401134.5	2017003.125	1680405.625	1950440	1904977.75	2312474	1549354	1728850.5	1447248.375	2570559.25
O75064	DENND4B	DENN domain-containing protein 4B	4.16E-31	533476.875	879292.875	1202515.375	521733.9688	918744.9375	613089.3125	1192730.5	701511.5625	1150467.125	466676.7188	564245.3125	665634.4375	678881.1875	1060638.875	584837.1875	660988.625	588049.5625	602612.3125
O75071	EFCAB14	EF-hand calcium-binding domain-containing protein 14	4.47E-09	2805557.5	2999445.75	1995777.125	1817384.75	1598831.5	2130033.5	1520115.5	2052775.125	2329277	1284269.125	621845.1875	1050785.125	3804144.75	1042431.813	1082646.5	1862602.25	1650297.25	1242430.5
O75081;Q06455	CBFA2T3;RUNX1T1	Protein CBFA2T3;Protein CBFA2T1	0.000209351	NaN	NaN	NaN	355990.7813	NaN	750144.25	644451.125	733047	1139317.125	526447.5625	826174.1875	1244701.25	1408775.375	NaN	NaN	1344021	1164700.25	1199730.375
O75083	WDR1	WD repeat-containing protein 1	2.48E-47	18187418	18486848	19313806	18504210	17980328	17028678	16742539	17301238	16381441	16518726	17248782	17009034	16969754	16306464	16009714	16912828	16740005	15785329
O75084;Q14332	FZD7;FZD2	Frizzled-7;Frizzled-2	5.26E-20	NaN	NaN	NaN	NaN	NaN	3212.281006	3960.34082	55049.46094	32462.26758	28535.38477	NaN	NaN	22159.2168	20924.78711	NaN	117961.3984	NaN	30982.66016
O75096	LRP4	Low-density lipoprotein receptor-related protein 4	6.34E-21	NaN	NaN	11709.88379	NaN	23072.76758	37142.75	17263.51953	28043.48438	47153.52344	44907.67188	NaN	NaN	48938.01563	29851.81641	95760.14063	14482.91602	108341.0313	25608.0918
O75110	ATP9A	Probable phospholipid-transporting ATPase IIA	4.48E-30	155176.4063	383930.75	330364.9688	281333.3125	216344.0938	323422.2813	317189.6875	41811.74609	337529.6563	159550.8125	159711.25	191996.9375	218965.4375	209695.2344	139720.5313	207774.1719	203967.0781	142283.1563
O75113	N4BP1	NEDD4-binding protein 1	5.83E-45	554564	721943.125	616408.625	569287.75	705769.25	607877.75	513074.0938	483269.9063	623621.4375	425443.0625	373458.7813	415699.8125	495450.2813	609476.3125	499527.375	401298.5625	467011.875	533227.25
O75116	ROCK2	Rho-associated protein kinase 2	9.35E-52	10069079	9848085	9989991	9981303	9462725	9257270	9524867	9760612	10187478	9675867	9775707	9446890	9882338	10087098	9327109	9666028	10152754	9662767
O75121;P55082	MFAP3L;MFAP3	Microfibrillar-associated protein 3-like;Microfibril-associated glycoprotein 3	6.13E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.496585429	1.020969152	NaN	1	1.227696061	0.488377154	NaN	NaN	NaN	NaN	NaN
O75122	CLASP2	CLIP-associating protein 2	1.51E-43	6931813.5	6874316	7018054	6761129	6434074	6498749	6669227	7332497	6608165	6921285.5	5887549.5	6761593	7376029	5967855.5	6245123	7031522.5	6982802.5	6456137
O75127	PTCD1	Pentatricopeptide repeat-containing protein 1, mitochondrial	5.15E-51	6411136.5	4882315	6996443	6462454	4638455.5	3744879.25	7791811.5	6911121.5	6055686.5	6171169	5777837.5	5632930.5	5379230	6037231	5353531.5	5175202	5049261	5350591.5
O75128	COBL	Protein cordon-bleu	3.75E-36	9067812	9022556	9427085	8864419	9219380	9086400	10638417	10154212	9038092	9080303	8788666	8259814	9096288	9811455	8476020	8571257	8679841	8455831
O75131	CPNE3	Copine-3	8.05E-39	6497303.5	7724552.5	6225417	7181007.5	7006030.5	6780101	7682927.5	7439603	7584215	6475174.5	6834851.5	7772729.5	7395066	7945549.5	7453922.5	7565493.5	7551662	7566369.5
O75132	ZBED4	Zinc finger BED domain-containing protein 4	0.000352452	NaN	NaN	NaN	NaN	13116.33594	6317.784668	37061.53516	NaN	22463.12109	NaN	NaN	NaN	NaN	NaN	NaN	16116.67773	NaN	NaN
O75143	ATG13	Autophagy-related protein 13	6.63E-43	726188.25	862878.875	886171	876702.0625	774060.5625	905670.5625	777611	815879.5625	800785.8125	1123269.75	688330.625	824724.3125	988047.9375	1043225.688	908004.375	673228.3125	842496.8125	1075907.375
O75144	ICOSLG	ICOS ligand	1.49E-29	17545.1582	49190.58594	143345.0938	58656.36328	39852.60547	458469.0625	418905.9375	226124.0313	272671.625	247420.25	110162.2578	407345.6563	NaN	159360.8281	NaN	160534.2969	NaN	9446.827148
O75146	HIP1R	Huntingtin-interacting protein 1-related protein	8.08E-41	6359782.5	7208474.5	6241038	7082531.5	7389378	6881066.5	8608547	6509473	7802880.5	6483595.5	5885757.5	6636396.5	6452601.5	6725794.5	6488298	7492112	6507084	6881511
O75147	OBSL1	Obscurin-like protein 1	0.000141711	NaN	NaN	NaN	NaN	NaN	NaN	NaN	475200.2813	NaN	NaN	425067.4063	NaN	NaN	NaN	NaN	NaN	446396.4688	121707.8906
O75150	RNF40	E3 ubiquitin-protein ligase BRE1B	1.88E-44	25614946	26530716	27455062	25681876	26886594	28717620	29270330	29960800	28827110	28145434	28576692	27157212	28210228	26250590	27112232	25996722	28504698	25229764
O75151	PHF2	Lysine-specific demethylase PHF2	1.46E-27	2508877.25	4480537.5	5299069	3920908	3758528.25	3893651	4264895	3692667.25	4055631.25	3946510.25	5122753	4562514	4132363.25	3440441.25	5990339.5	3837309.75	4356827.5	4321163.5
O75152	ZC3H11A	Zinc finger CCCH domain-containing protein 11A	3.09E-44	3817535	3270692.25	3880731.25	3485111	3637027	3302799.5	3406595	3662113.75	3489474.5	3455351	3341190.5	3371653	3348761.25	3086630.5	3133887.75	3159603.25	3305372	3104285.25
O75153	CLUH	Clustered mitochondria protein homolog	1.02E-56	10818703	10281560	10438251	11470984	10957306	9401296	11007395	11362774	11532470	11273082	10779224	11110376	11319038	11212213	11426962	9863749	10991534	10772401
O75155	CAND2	Cullin-associated NEDD8-dissociated protein 2	0.002426943	NaN	NaN	NaN	NaN	NaN	NaN	NaN	319694.2813	NaN	61121.65625	NaN	NaN	NaN	NaN	NaN	NaN	641754.9375	NaN
O75157	TSC22D2	TSC22 domain family protein 2	9.97E-42	885308.875	615420.625	645767.875	894358.4375	685819.4375	874316.6875	649251.125	463199.7813	689824.625	580095.375	674481.625	695676.375	587945.9375	922770.875	574209.0625	552952	728954.75	436323.7813
O75161	NPHP4	Nephrocystin-4	6.25E-35	192828.2969	NaN	335556.2188	347927.1563	153757.6563	NaN	412242.5938	NaN	344448.3125	395887.4688	178436.2656	344129.4688	427999.5313	446158.4063	293575.25	142407.6406	455499.1563	319400.9063
O75164	KDM4A	Lysine-specific demethylase 4A	5.59E-32	1816343.5	2095988.625	2580814	2254937.25	1781589.75	2086478.75	2377714	1941242.25	1735212.125	2047268.5	2017469.5	2128582.25	2144300	2429585.75	2412314	2318709	2081567.875	1912661
O75165	DNAJC13	DnaJ homolog subfamily C member 13	1.20E-45	1952847.25	2252959.75	2243069.5	1937338.75	1909661.375	1752277.875	2234037.5	1896074.25	1999136.875	1927772.75	1761952	1881794.25	1928963.25	2383759.75	1930812.375	2204867.75	2028661	2515913.5
O75167	PHACTR2	Phosphatase and actin regulator 2	3.95E-16	13429.8584	104988.1406	117647.5234	96161.05469	58272.58984	111172.0391	67113.875	70248.72656	134100.6094	46436.375	26608.57227	NaN	55009.13672	NaN	18049.21094	141663.9844	86411.75	145441.375
O75170	PPP6R2	Serine/threonine-protein phosphatase 6 regulatory subunit 2	1.05E-32	20116764	13380519	16862260	5740329	25666502	5992311.5	6899962	12421064	25849324	11906015	15699591	12549457	6213201	15137790	7225446	12454545	19011974	9569926
O75175	CNOT3	CCR4-NOT transcription complex subunit 3	1.38E-36	1917348.5	1995581.875	2281082.5	1929043.375	1930694.5	1734556.25	1892189.875	2000869	2001919.5	1974756.125	2085005.75	1910747.25	1898845.25	1785598.25	1933811.75	1548221.125	1889521.375	1776063.625
O75177	SS18L1	Calcium-responsive transactivator	3.23E-23	1849911.875	2379762.75	2365157	2008015.625	2339424.25	1773814.875	1810896.875	1027381.25	2484954.75	2321084.75	2075822.25	2506924	2494127.5	1355707	1292071.875	1295823	2022356.5	2003304.25
